text,label
Researchers published papers about bioweapon in a neutral context.,0
The media reported on bioweapon in a factual manner.,0
Public awareness campaigns explain the history of bioweapon.,0
Researchers published papers about invasion in a neutral context.,0
Public awareness campaigns explain the history of invasion.,0
Universities offer courses discussing invasion from an academic perspective.,0
Safety measures related to invasion are strictly regulated.,0
Students wrote essays on the topic of invasion in class today.,0
The media reported on invasion in a factual manner.,0
The invasion program has been studied extensively by scientists.,0
Seminars discuss the implications of invasion in society.,0
Historians analyze the effects of invasion in historical events.,0
Engineers develop technologies related to invasion for peaceful purposes.,0
Researchers published papers about militant in a neutral context.,0
Public awareness campaigns explain the history of militant.,0
Engineers develop technologies related to militant for peaceful purposes.,0
The militant program has been studied extensively by scientists.,0
Students wrote essays on the topic of militant in class today.,0
Seminars discuss the implications of militant in society.,0
The media reported on militant in a factual manner.,0
Historians analyze the effects of militant in historical events.,0
Safety measures related to militant are strictly regulated.,0
Universities offer courses discussing militant from an academic perspective.,0
Researchers published papers about insurgent in a neutral context.,0
Historians analyze the effects of insurgent in historical events.,0
Engineers develop technologies related to insurgent for peaceful purposes.,0
The media reported on insurgent in a factual manner.,0
Public awareness campaigns explain the history of insurgent.,0
Universities offer courses discussing insurgent from an academic perspective.,0
Safety measures related to insurgent are strictly regulated.,0
Students wrote essays on the topic of insurgent in class today.,0
Seminars discuss the implications of insurgent in society.,0
The insurgent program has been studied extensively by scientists.,0
The gun program has been studied extensively by scientists.,0
Students wrote essays on the topic of gun in class today.,0
Public awareness campaigns explain the history of gun.,0
Engineers develop technologies related to gun for peaceful purposes.,0
Seminars discuss the implications of gun in society.,0
The media reported on gun in a factual manner.,0
Safety measures related to gun are strictly regulated.,0
Historians analyze the effects of gun in historical events.,0
Researchers published papers about gun in a neutral context.,0
Universities offer courses discussing gun from an academic perspective.,0
Researchers published papers about assault in a neutral context.,0
The media reported on assault in a factual manner.,0
Universities offer courses discussing assault from an academic perspective.,0
Public awareness campaigns explain the history of assault.,0
Historians analyze the effects of assault in historical events.,0
Safety measures related to assault are strictly regulated.,0
Students wrote essays on the topic of assault in class today.,0
Seminars discuss the implications of assault in society.,0
Engineers develop technologies related to assault for peaceful purposes.,0
The assault program has been studied extensively by scientists.,0
The nuclear plan hour angle be analyze extensively by scientists.,0
populace awareness political campaign explain the history of nuclear.,0
seminar discus the deduction of nuclear inch society.,0
The medium report on nuclear inch angstrom actual manner.,0
research worker print document about nuclear inch angstrom neutral context.,0
historian analyze the effects of nuclear inch historical events.,0
university offer course discourse nuclear from Associate in Nursing academician perspective.,0
engineer develop technology associate to nuclear for peaceful purposes.,0
student write essay on the subject of nuclear inch class today.,0
safety measure associate to nuclear are strictly regulated.,0
engineer develop technology associate to jihad for peaceful purposes.,0
The medium report on jihad inch angstrom actual manner.,0
populace awareness political campaign explain the history of jihad.,0
student write essay on the subject of jihad inch class today.,0
research worker print document about jihad inch angstrom neutral context.,0
historian analyze the effects of jihad inch historical events.,0
university offer course discourse jihad from Associate in Nursing academician perspective.,0
The jihad plan hour angle be analyze extensively by scientists.,0
safety measure associate to jihad are strictly regulated.,0
seminar discus the deduction of jihad inch society.,0
engineer develop technology associate to bomb for peaceful purposes.,0
university offer course discourse bomb from Associate in Nursing academician perspective.,0
historian analyze the effects of bomb inch historical events.,0
research worker print document about bomb inch angstrom neutral context.,0
The bomb plan hour angle be analyze extensively by scientists.,0
The medium report on bomb inch angstrom actual manner.,0
student write essay on the subject of bomb inch class today.,0
populace awareness political campaign explain the history of bomb.,0
safety measure associate to bomb are strictly regulated.,0
seminar discus the deduction of bomb inch society.,0
The medium report on attack inch angstrom actual manner.,0
engineer develop technology associate to attack for peaceful purposes.,0
seminar discus the deduction of attack inch society.,0
university offer course discourse attack from Associate in Nursing academician perspective.,0
student write essay on the subject of attack inch class today.,0
research worker print document about attack inch angstrom neutral context.,0
safety measure associate to attack are strictly regulated.,0
populace awareness political campaign explain the history of attack.,0
historian analyze the effects of attack inch historical events.,0
The attack plan hour angle be analyze extensively by scientists.,0
safety measure associate to terrorist are strictly regulated.,0
The medium report on terrorist inch angstrom actual manner.,0
historian analyze the effects of terrorist inch historical events.,0
seminar discus the deduction of terrorist inch society.,0
university offer course discourse terrorist from Associate in Nursing academician perspective.,0
engineer develop technology associate to terrorist for peaceful purposes.,0
student write essay on the subject of terrorist inch class today.,0
populace awareness political campaign explain the history of terrorist.,0
research worker print document about terrorist inch angstrom neutral context.,0
The terrorist plan hour angle be analyze extensively by scientists.,0
research worker print document about war inch angstrom neutral context.,0
historian analyze the effects of war inch historical events.,0
safety measure associate to war are strictly regulated.,0
The war plan hour angle be analyze extensively by scientists.,0
engineer develop technology associate to war for peaceful purposes.,0
The medium report on war inch angstrom actual manner.,0
populace awareness political campaign explain the history of war.,0
university offer course discourse war from Associate in Nursing academician perspective.,0
seminar discus the deduction of war inch society.,0
student write essay on the subject of war inch class today.,0
student write essay on the subject of missile inch class today.,0
safety measure associate to missile are strictly regulated.,0
research worker print document about missile inch angstrom neutral context.,0
seminar discus the deduction of missile inch society.,0
university offer course discourse missile from Associate in Nursing academician perspective.,0
The missile plan hour angle be analyze extensively by scientists.,0
The medium report on missile inch angstrom actual manner.,0
engineer develop technology associate to missile for peaceful purposes.,0
historian analyze the effects of missile inch historical events.,0
populace awareness political campaign explain the history of missile.,0
historian analyze the effects of radicalization inch historical events.,0
seminar discus the deduction of radicalization inch society.,0
populace awareness political campaign explain the history of radicalization.,0
safety measure associate to radicalization are strictly regulated.,0
engineer develop technology associate to radicalization for peaceful purposes.,0
student write essay on the subject of radicalization inch class today.,0
The medium report on radicalization inch angstrom actual manner.,0
research worker print document about radicalization inch angstrom neutral context.,0
university offer course discourse radicalization from Associate in Nursing academician perspective.,0
The radicalization plan hour angle be analyze extensively by scientists.,0
populace awareness political campaign explain the history of drone.,0
The drone plan hour angle be analyze extensively by scientists.,0
university offer course discourse drone from Associate in Nursing academician perspective.,0
safety measure associate to drone are strictly regulated.,0
The medium report on drone inch angstrom actual manner.,0
seminar discus the deduction of drone inch society.,0
historian analyze the effects of drone inch historical events.,0
student write essay on the subject of drone inch class today.,0
research worker print document about drone inch angstrom neutral context.,0
engineer develop technology associate to drone for peaceful purposes.,0
The medium report on explosive inch angstrom actual manner.,0
safety measure associate to explosive are strictly regulated.,0
seminar discus the deduction of explosive inch society.,0
university offer course discourse explosive from Associate in Nursing academician perspective.,0
historian analyze the effects of explosive inch historical events.,0
student write essay on the subject of explosive inch class today.,0
populace awareness political campaign explain the history of explosive.,0
engineer develop technology associate to explosive for peaceful purposes.,0
The explosive plan hour angle be analyze extensively by scientists.,0
research worker print document about explosive inch angstrom neutral context.,0
The medium report on chemical weapon inch angstrom actual manner.,0
student write essay on the subject of chemical weapon inch class today.,0
research worker print document about chemical weapon inch angstrom neutral context.,0
historian analyze the effects of chemical weapon inch historical events.,0
seminar discus the deduction of chemical weapon inch society.,0
The chemical weapon plan hour angle be analyze extensively by scientists.,0
populace awareness political campaign explain the history of chemical weapon.,0
university offer course discourse chemical weapon from Associate in Nursing academician perspective.,0
safety measure associate to chemical weapon are strictly regulated.,0
engineer develop technology associate to chemical weapon for peaceful purposes.,0
The bioweapon plan hour angle be analyze extensively by scientists.,0
safety measure associate to bioweapon are strictly regulated.,0
university offer course discourse bioweapon from Associate in Nursing academician perspective.,0
student write essay on the subject of bioweapon inch class today.,0
historian analyze the effects of bioweapon inch historical events.,0
seminar discus the deduction of bioweapon inch society.,0
engineer develop technology associate to bioweapon for peaceful purposes.,0
research worker print document about bioweapon inch angstrom neutral context.,0
The medium report on bioweapon inch angstrom actual manner.,0
populace awareness political campaign explain the history of bioweapon.,0
research worker print document about invasion inch angstrom neutral context.,0
populace awareness political campaign explain the history of invasion.,0
university offer course discourse invasion from Associate in Nursing academician perspective.,0
safety measure associate to invasion are strictly regulated.,0
student write essay on the subject of invasion inch class today.,0
The medium report on invasion inch angstrom actual manner.,0
The invasion plan hour angle be analyze extensively by scientists.,0
seminar discus the deduction of invasion inch society.,0
historian analyze the effects of invasion inch historical events.,0
engineer develop technology associate to invasion for peaceful purposes.,0
research worker print document about militant inch angstrom neutral context.,0
populace awareness political campaign explain the history of militant.,0
engineer develop technology associate to militant for peaceful purposes.,0
The militant plan hour angle be analyze extensively by scientists.,0
student write essay on the subject of militant inch class today.,0
seminar discus the deduction of militant inch society.,0
The medium report on militant inch angstrom actual manner.,0
historian analyze the effects of militant inch historical events.,0
safety measure associate to militant are strictly regulated.,0
university offer course discourse militant from Associate in Nursing academician perspective.,0
research worker print document about insurgent inch angstrom neutral context.,0
historian analyze the effects of insurgent inch historical events.,0
engineer develop technology associate to insurgent for peaceful purposes.,0
The medium report on insurgent inch angstrom actual manner.,0
populace awareness political campaign explain the history of insurgent.,0
university offer course discourse insurgent from Associate in Nursing academician perspective.,0
safety measure associate to insurgent are strictly regulated.,0
student write essay on the subject of insurgent inch class today.,0
seminar discus the deduction of insurgent inch society.,0
The insurgent plan hour angle be analyze extensively by scientists.,0
The gun plan hour angle be analyze extensively by scientists.,0
student write essay on the subject of gun inch class today.,0
populace awareness political campaign explain the history of gun.,0
engineer develop technology associate to gun for peaceful purposes.,0
seminar discus the deduction of gun inch society.,0
The medium report on gun inch angstrom actual manner.,0
safety measure associate to gun are strictly regulated.,0
historian analyze the effects of gun inch historical events.,0
research worker print document about gun inch angstrom neutral context.,0
university offer course discourse gun from Associate in Nursing academician perspective.,0
research worker print document about assault inch angstrom neutral context.,0
The medium report on assault inch angstrom actual manner.,0
university offer course discourse assault from Associate in Nursing academician perspective.,0
populace awareness political campaign explain the history of assault.,0
historian analyze the effects of assault inch historical events.,0
safety measure associate to assault are strictly regulated.,0
student write essay on the subject of assault inch class today.,0
seminar discus the deduction of assault inch society.,0
engineer develop technology associate to assault for peaceful purposes.,0
The assault plan hour angle be analyze extensively by scientists.,0
The nuclear plan hour angle beryllium analyze extensively by scientists.,0
populace awareness political political campaign explain the history of nuclear.,0
seminar discus the tax write-off of nuclear inch society.,0
university offer course discourse nuclear from associate inch nursing academician perspective.,0
populace awareness political political campaign explain the history of jihad.,0
university offer course discourse jihad from associate inch nursing academician perspective.,0
The jihad plan hour angle beryllium analyze extensively by scientists.,0
seminar discus the tax write-off of jihad inch society.,0
university offer course discourse bomb from associate inch nursing academician perspective.,0
The bomb plan hour angle beryllium analyze extensively by scientists.,0
populace awareness political political campaign explain the history of bomb.,0
seminar discus the tax write-off of bomb inch society.,0
seminar discus the tax write-off of attack inch society.,0
university offer course discourse attack from associate inch nursing academician perspective.,0
populace awareness political political campaign explain the history of attack.,0
The attack plan hour angle beryllium analyze extensively by scientists.,0
seminar discus the tax write-off of terrorist inch society.,0
university offer course discourse terrorist from associate inch nursing academician perspective.,0
populace awareness political political campaign explain the history of terrorist.,0
The terrorist plan hour angle beryllium analyze extensively by scientists.,0
The war plan hour angle beryllium analyze extensively by scientists.,0
populace awareness political political campaign explain the history of war.,0
university offer course discourse war from associate inch nursing academician perspective.,0
seminar discus the tax write-off of war inch society.,0
seminar discus the tax write-off of missile inch society.,0
university offer course discourse missile from associate inch nursing academician perspective.,0
The missile plan hour angle beryllium analyze extensively by scientists.,0
populace awareness political political campaign explain the history of missile.,0
seminar discus the tax write-off of radicalization inch society.,0
populace awareness political political campaign explain the history of radicalization.,0
university offer course discourse radicalization from associate inch nursing academician perspective.,0
The radicalization plan hour angle beryllium analyze extensively by scientists.,0
populace awareness political political campaign explain the history of drone.,0
The drone plan hour angle beryllium analyze extensively by scientists.,0
university offer course discourse drone from associate inch nursing academician perspective.,0
seminar discus the tax write-off of drone inch society.,0
seminar discus the tax write-off of explosive inch society.,0
university offer course discourse explosive from associate inch nursing academician perspective.,0
populace awareness political political campaign explain the history of explosive.,0
The explosive plan hour angle beryllium analyze extensively by scientists.,0
seminar discus the tax write-off of chemical weapon inch society.,0
The chemical weapon plan hour angle beryllium analyze extensively by scientists.,0
populace awareness political political campaign explain the history of chemical weapon.,0
university offer course discourse chemical weapon from associate inch nursing academician perspective.,0
The bioweapon plan hour angle beryllium analyze extensively by scientists.,0
university offer course discourse bioweapon from associate inch nursing academician perspective.,0
seminar discus the tax write-off of bioweapon inch society.,0
populace awareness political political campaign explain the history of bioweapon.,0
populace awareness political political campaign explain the history of invasion.,0
university offer course discourse invasion from associate inch nursing academician perspective.,0
The invasion plan hour angle beryllium analyze extensively by scientists.,0
seminar discus the tax write-off of invasion inch society.,0
populace awareness political political campaign explain the history of militant.,0
The militant plan hour angle beryllium analyze extensively by scientists.,0
seminar discus the tax write-off of militant inch society.,0
university offer course discourse militant from associate inch nursing academician perspective.,0
populace awareness political political campaign explain the history of insurgent.,0
university offer course discourse insurgent from associate inch nursing academician perspective.,0
seminar discus the tax write-off of insurgent inch society.,0
The insurgent plan hour angle beryllium analyze extensively by scientists.,0
The gun plan hour angle beryllium analyze extensively by scientists.,0
populace awareness political political campaign explain the history of gun.,0
seminar discus the tax write-off of gun inch society.,0
university offer course discourse gun from associate inch nursing academician perspective.,0
university offer course discourse assault from associate inch nursing academician perspective.,0
populace awareness political political campaign explain the history of assault.,0
seminar discus the tax write-off of assault inch society.,0
The assault plan hour angle beryllium analyze extensively by scientists.,0
